Basin Name,Polygon,Split Poly,Basin UBI,Longitude,Latitude,Basin Type,Salt,Volcanics,Region,Countries,Setting,Geo Period,Geo Age,Age Old,Age Young,Max Sed St,Mean Sed S,Med Sed St,Mean Sed L,Med Sed La,Max Sed La,Poly Area,Moho Mean,Moho Med k,Moho Max k,Moho Min k,Perm Salt,Tri Salt,Jur Salt,Cret Salt,Salt Fm(s),Salt Per.,Salt Ages,Evap Numb
Sunda Platform,650.00000,No,"646",107.302229999999994,0.778860000000000,Backarc - Marginal Sea,Unknown,Unknown,Asia,"Indonesia, Malaysia",On-Offshore,Triassic,Carnian,237.00,0.00,1.325000000000000,1.008948851659056,0.993000000000000,0.673913044774014,0.699999988079071,1.000000000000000,"299837",-29.129999990048617,-29.000000000000000,-28.989999771118164,-30.000000000000000,Unknown,Unknown,Unknown,Unknown,,,,
Sureste,651.00000,No,"647",-93.499539999999996,18.929430000000000,Passive Margin,Mobile,None,Central America,Mexico,On-Offshore,Triassic,Carnian,237.00,0.00,9.978001000000001,6.467290421917808,6.507000000000000,4.675000011920930,5.275000095367432,6.000000000000000,"132310",-27.943333307902019,-27.859999656677250,-16.989999771118164,-42.729999542236328,None,None,Mobile,Bedded,"Bathonian-Oxfordian; Coban","Jur., Cret.","Bathonian-Oxfordian; Hauterivian-Cenomanian","2"
Suruga,652.00000,No,"648",137.228049999999996,33.967590000000001,Forearc,Unknown,Unknown,Asia,Japan,On-Offshore,Eocene,Priabonian,37.80,0.00,2.681000000000000,1.139849930704225,1.040000000000000,0.560000002384186,0.680000007152557,0.699999988079071,"32232",-30.760000864664715,-30.329999923706055,-27.620000839233398,-34.330001831054688,Unknown,Unknown,Unknown,Unknown,,,,
Sydney,655.00000,No,"651",151.320179999999993,-33.555250000000001,Passive Margin,None,Extrusive,South Pacific,Australia,On-Offshore,Permian,Asselian,298.90,0.00,1.569000000000000,1.375214233400402,1.386000000000000,1.079999998956919,1.049999982118607,2.500000000000000,"108395",-33.742999839782712,-35.829999923706055,-22.000000000000000,-39.319999694824219,None,None,None,None,,,,"0"
Tadla,658.00000,No,"654",-7.240270000000000,32.430979999999998,Fold and Thrust Belt,Unknown,Unknown,Africa,Morocco,Onshore,Cambrian,Cambrian Lower,542.00,0.00,,,,0.200000002980232,0.200000002980232,0.200000002980232,"23899",-34.594999313354492,-34.594999313354492,-34.009998321533203,-35.180000305175781,Unknown,Unknown,Unknown,Unknown,,,,
Taiwan,659.00000,No,"655",119.232730000000004,23.456930000000000,Fold and Thrust Belt,None,Extrusive,Asia,"Taiwan, China",On-Offshore,Cretaceous,Maastrichtian,72.10,0.00,7.778000000000000,2.254904617780429,1.664500000000000,1.299999991697925,0.899999976158142,3.299999952316284,"88583",-33.642857142857146,-33.639999389648438,-26.000000000000000,-39.389999389648438,None,None,None,None,,,,"0"
Takutu,660.00000,No,"656",-60.516449999999999,3.355460000000000,Rift,Bedded,Unknown,South America,"Brazil, Guyana",Onshore,Jurassic,Hettangian,201.30,0.00,,,,0.305999999865890,0.009999999776483,1.000000000000000,"49295",-35.851999664306639,-35.849998474121094,-35.799999237060547,-35.900001525878906,None,None,Bedded,None,Pirara,Jurassic,Aalenian-Bajocian,"1"
Salaverry-Pisco-Lancones,661.00000,No,"657",-78.880409999999998,-9.604540000000000,Forearc,None,Extrusive,South America,"Peru, Ecuador",On-Offshore,Mississippian,Tournaisian,358.90,0.00,2.097000000000000,0.470219459013092,0.401500000000000,0.842105271000611,0.810000002384186,1.500000000000000,"228427",-26.040526239495527,-25.000000000000000,-12.000000000000000,-39.299999237060547,None,None,None,None,,,,"0"
Tamatave,662.00000,No,"658",48.952379999999998,-20.238730000000000,Passive Margin,Unknown,Unknown,Africa,Madagascar,On-Offshore,Cretaceous,Berriasian,145.00,0.00,1.609593000000000,0.913928422701149,0.947500000000000,1.088888876967960,1.000000000000000,2.099999904632568,"108482",-24.555555555555557,-24.000000000000000,-18.000000000000000,-30.000000000000000,Unknown,Unknown,Unknown,Unknown,,,,
Tampico-Misantla,663.00000,No,"659",-98.493700000000004,22.371610000000000,Foreland,None,Extrusive,Central America,Mexico,Onshore,Cambrian,Cambrian Lower,542.00,0.00,,,,4.599999904632568,4.699999809265138,5.000000000000000,"54599",-37.557499885559082,-37.844999313354499,-35.709999084472656,-38.830001831054688,None,None,None,None,,,,"0"
Tanganyika,664.00000,No,"660",29.494319999999998,-5.184900000000000,Rift,Unknown,Unknown,Africa,"Congo, Tanzania, Burundi, Zambia, Rwanda",Onshore,Oligocene,Chattian,28.10,0.00,,,,0.055000000633299,0.055000000633299,0.100000001490116,"40452",-37.235000610351562,-37.215000152587891,-31.930000305175781,-42.580001831054688,Unknown,Unknown,Unknown,Unknown,,,,
Tanimbar-Timor,665.00000,No,"661",128.658009999999990,-8.474100000000000,Foreland,Bedded,Extrusive,Asia,"Indonesia, Timor-Leste",On-Offshore,Permian,Asselian,298.90,0.00,1.845054000000000,1.251146931957774,1.261000000000000,0.885714309556144,0.600000023841858,1.700000047683716,"98564",-25.665714263916016,-25.000000000000000,-22.000000000000000,-32.000000000000000,None,None,None,None,Dartollu,"Eo., Oligo.",Bartonian-Rupelian,"1"
Tanintharyi,666.00000,No,"662",97.136730000000000,10.921799999999999,Backarc - Marginal Sea,Unknown,Unknown,Asia,"Myanmar, Thailand",On-Offshore,Eocene,Bartonian,41.20,0.00,4.525000000000000,3.125531613174748,3.009000000000000,2.512499991804361,2.000000000000000,6.500000000000000,"94095",-29.500000000000000,-30.000000000000000,-28.000000000000000,-30.000000000000000,Unknown,Unknown,Unknown,Unknown,,,,
Taoudeni,667.00000,No,"663",-7.510900000000000,21.723849999999999,Intracratonic,Bedded,Intrusive,Africa,"Mali, Mauritania, Algeria",Onshore,Proterozoic,Neoproterozoic,1000.00,0.00,,,,2.542857138032005,2.000000000000000,7.500000000000000,"1314766",-39.761238025483635,-39.659999847412109,-37.680000305175781,-45.180000305175781,None,None,None,None,Atar,Proterozoic,Neoproterozoic,"1"
Tarakan-Muara,668.00000,No,"664",118.125460000000004,3.033610000000000,Backarc - Marginal Sea,None,Extrusive,Asia,"Indonesia, Malaysia, Philippines",On-Offshore,Eocene,Ypresian,56.00,0.00,4.770000000000000,2.749210105882353,2.619500000000000,2.440000009536743,2.000000000000000,3.500000000000000,"61709",-30.386000061035155,-30.000000000000000,-30.000000000000000,-30.989999771118164,None,None,None,None,,,,"0"
Taranaki-Northland,669.00000,No,"665",171.949520000000007,-37.070760000000000,Backarc - Marginal Sea,None,Extrusive,South Pacific,New Zealand,On-Offshore,Jurassic,Aalenian,174.10,0.00,1.012000000000000,0.777616442503955,0.750000100000000,2.060000005093488,1.615000009536743,5.000000000000000,"284290",-20.839545553380791,-22.000000000000000,-14.220000267028809,-27.940000534057617,None,None,None,None,,,,"0"
Tarija,670.00000,No,"666",-62.212009999999999,-22.479559999999999,Foreland,Bedded,Extrusive,South America,"Argentina, Paraguay, Bolivia, Brazil",Onshore,Cambrian,Cambrian Upper,497.00,0.00,,,,2.382786881728250,2.000000000000000,8.000000000000000,"789455",-40.012950959752814,-40.790000915527344,-31.180000305175781,-43.950000762939453,None,None,None,None,Mealla,Paleocene,Danian-Thanetian,"1"
Tasmania,672.00000,No,"668",148.288659999999993,-42.990099999999998,Passive Margin,Unknown,Unknown,South Pacific,Australia,On-Offshore,Pennsylvanian,Bashkirian,323.20,0.00,1.723000000000000,1.113208544175137,1.089000000000000,1.562727280299772,1.700000047683716,3.299999952316284,"152659",-20.309999986128375,-17.000000000000000,-11.939999580383301,-29.829999923706055,Unknown,Unknown,Unknown,Unknown,,,,
Tehuantepec,674.00000,No,"670",-89.932419999999993,13.435470000000000,Forearc,None,Extrusive,Central America,"Mexico, Nicaragua, El Salvador, Guatemala, Costa Rica",On-Offshore,Mississippian,Visean,346.70,0.00,3.415548000000000,0.388563601997338,0.287000000000000,3.058749994728714,2.649999976158142,6.000000000000000,"206669",-24.495625138282776,-26.064999580383301,-15.310000419616699,-36.270000457763672,None,None,None,None,,,,"0"
Terraba-Tempisque,678.00000,No,"674",-84.309269999999998,9.323160000000000,Forearc,Unknown,Unknown,Central America,Costa Rica,On-Offshore,Cretaceous,Aptian,125.00,0.00,0.687000000000000,0.382705884928903,0.349500000000000,0.124226708319193,0.100000001490116,0.509999990463257,"12330",-30.062883831809177,-30.520000457763672,-18.000000000000000,-39.849998474121094,Unknown,Unknown,Unknown,Unknown,,,,
Timimoun-Ahnet,682.00000,No,"678",1.059040000000000,28.765619999999998,Foreland,None,Intrusive,Africa,Algeria,Onshore,Cambrian,Cambrian Lower,542.00,0.00,,,,3.221739139245904,3.500000000000000,6.000000000000000,"259512",-36.173478665559180,-35.810001373291016,-34.430000305175781,-39.680000305175781,None,None,None,None,,,,"0"
Tindouf,683.00000,No,"679",-7.183980000000000,28.436640000000001,Foreland,Bedded,Intrusive,Africa,"Algeria, Morocco, Western Sahara, Mauritania",Onshore,Cambrian,Cambrian Lower,542.00,0.00,,,,2.796521737037793,1.500000000000000,8.500000000000000,"296998",-38.512174025825828,-39.330001831054688,-33.169998168945312,-40.720001220703125,None,None,None,None,Visean-Serpukhovian,Mississippian,Visean-Serpukhovian,"1"
Tobago,684.00000,No,"680",-62.063859999999998,11.291100000000000,Strike-Slip,None,Extrusive,Central America,"Trinidad and Tobago, Venezuela, Grenada",On-Offshore,Cretaceous,Hauterivian,132.90,0.00,18.126000000000001,4.707739181411358,3.027000000000000,6.859999990463256,6.250000000000000,17.000000000000000,"50613",-22.822000122070310,-22.079999923706055,-21.520000457763672,-25.200000762939453,None,None,None,None,,,,"0"
Toki,686.00000,No,"682",135.101290000000006,33.295270000000002,Forearc,Unknown,Unknown,Asia,Japan,On-Offshore,Eocene,Lutetian,47.80,0.00,1.687000000000000,1.078155765326633,1.014000000000000,0.550000011920929,0.550000011920929,0.600000023841858,"18572",-31.334999084472656,-31.334999084472656,-29.000000000000000,-33.669998168945312,Unknown,Unknown,Unknown,Unknown,,,,
Tonle Sap,687.00000,No,"683",104.004890000000003,13.080240000000000,Strike-Slip,Unknown,Unknown,Asia,"Cambodia, Thailand",Onshore,Cretaceous,Cenomanian,100.50,0.00,,,,0.240000008046627,0.300000011920929,0.300000011920929,"55669",-32.971999740600587,-32.939998626708984,-31.809999465942383,-33.979999542236328,Unknown,Unknown,Unknown,Unknown,,,,
Tosa,688.00000,No,"684",133.651700000000005,32.706220000000002,Forearc,Unknown,Unknown,Asia,Japan,On-Offshore,Eocene,Lutetian,47.80,0.00,1.636000000000000,0.978427315859031,0.912000000000000,0.800538073146848,0.699999988079071,1.000000000000000,"19870",-28.099883834262059,-29.500000000000000,-13.630000114440918,-34.330001831054688,Unknown,Unknown,Unknown,Unknown,,,,
Townsville-Capricorn-Maryborough,689.00000,No,"685",152.398419999999987,-22.027049999999999,Passive Margin,None,Unknown,South Pacific,Australia,On-Offshore,Devonian,Lochkovian,419.20,0.00,1.765277000000000,0.892654564474318,0.897000000000000,1.878888885594077,1.650000035762787,5.000000000000000,"405985",-26.404166751437717,-28.000000000000000,-13.000000000000000,-36.319999694824219,None,None,None,None,,,,"0"
Toyama,690.00000,No,"686",137.563929999999999,37.536029999999997,Backarc - Marginal Sea,Unknown,Unknown,Asia,Japan,On-Offshore,Miocene,Aquitanian,23.03,0.00,3.242000000000000,1.391628046951219,1.243000000000000,0.352277415240602,0.350000008940697,0.800000011920929,"15061",-27.020184566584877,-27.739999771118164,-21.569999694824219,-33.709999084472656,Unknown,Unknown,Unknown,Unknown,,,,
Troubridge,693.00000,No,"689",138.308140000000009,-36.414740000000002,Passive Margin,Unknown,Unknown,South Pacific,Australia,On-Offshore,Jurassic,Oxfordian,163.50,0.00,2.542000000000000,1.726253127134725,1.724000000000000,1.000000000000000,0.750000000000000,2.000000000000000,"50647",-29.317500114440914,-29.819999694824219,-22.360000610351562,-35.270000457763672,Unknown,Unknown,Unknown,Unknown,,,,
Tsushima-Ulleung,695.00000,No,"691",130.903490000000005,35.095799999999997,Backarc - Marginal Sea,None,None,Asia,"Japan, South Korea",On-Offshore,Cretaceous,Santonian,86.30,0.00,8.837000000000000,2.595432776173287,2.143000000000000,1.883333325386047,1.699999988079071,3.500000000000000,"71465",-30.299999872843426,-30.059999465942383,-26.440000534057617,-35.500000000000000,None,None,None,None,,,,"0"
Tucano,697.00000,No,"693",-38.524700000000003,-10.634470000000000,Rift,Unknown,Unknown,South America,Brazil,Onshore,Cambrian,Cambrian Lower,542.00,0.00,,,,1.833333333333333,2.000000000000000,2.500000000000000,"27052",-34.580000559488930,-34.830001831054688,-32.340000152587891,-36.569999694824219,Unknown,Unknown,Unknown,Unknown,,,,
Tuira-Chucunaque,698.00000,No,"694",-79.421490000000006,8.262879999999999,Forearc,Unknown,Unknown,Central America,Panama,On-Offshore,Cretaceous,Cenomanian,100.50,0.00,0.827000000000000,0.524801804013378,0.519000000000000,0.009999999776483,0.009999999776483,0.009999999776483,"36270",-23.480000495910645,-23.480000495910645,-23.010000228881836,-23.950000762939453,Unknown,Unknown,Unknown,Unknown,,,,
Tularosa,699.00000,No,"695",-106.096900000000005,32.872860000000003,Rift,None,Extrusive,North America,USA,Onshore,Cambrian,Cambrian Middle,509.00,0.00,,,,1.158017022017632,0.800000011920929,2.500000000000000,"15020",-33.390316626303260,-35.704999923706055,-29.239999771118164,-40.990001678466797,None,None,None,None,,,,"0"
Tuli,700.00000,No,"696",29.384300000000000,-21.995560000000001,Rift,None,Extrusive,Africa,"Zimbabwe, Botswana, South Africa",Onshore,Pennsylvanian,Bashkirian,323.20,0.00,,,,0.032902587786107,0.009999999776483,0.100000001490116,"15842",-42.929241891966896,-42.510000228881829,-41.299999237060547,-50.159999847412109,None,None,None,None,,,,"0"
Tumaco,701.00000,No,"697",-78.045469999999995,2.652980000000000,Forearc,Unknown,Unknown,South America,"Colombia, Ecuador",On-Offshore,Jurassic,Callovian,166.10,0.00,2.120738000000000,0.521038779809976,0.484000000000000,2.416666666666667,2.500000000000000,4.500000000000000,"72619",-28.391666730244953,-28.345000267028809,-26.000000000000000,-30.659999847412109,Unknown,Unknown,Unknown,Unknown,,,,
Tuz Golu,705.00000,No,"701",32.899720000000002,38.774130000000000,Strike-Slip,Unknown,Extrusive,Middle East,Turkey,Onshore,Cretaceous,Campanian,83.60,0.00,,,,1.074999998013179,1.000000000000000,1.500000000000000,"70449",-36.373333613077797,-36.649999618530273,-35.130001068115234,-37.380001068115234,Unknown,Unknown,Unknown,Unknown,,,,
Ucayali,708.00000,No,"704",-74.356870000000001,-8.923380000000000,Foreland,Bedded,Extrusive,South America,"Peru, Brazil",Onshore,Ordovician,Tremadocian,485.40,0.00,,,,1.857692307577683,1.500000000000000,5.000000000000000,"296937",-41.537308032696068,-40.645000457763672,-38.240001678466797,-48.189998626708984,Bedded,Bedded,None,None,"Artinskian-Roadian; Induan-Olenekian","Perm., Tri.","Artinskian-Roadian; Induan-Olenekian","2"
Uinta,709.00000,No,"705",-109.807509999999994,39.845410000000001,Foreland,None,None,North America,USA,Onshore,Cambrian,Cambrian Lower,542.00,0.00,,,,3.137819299318450,3.000000000000000,4.000000000000000,"33423",-41.623795958357199,-42.159999847412109,-26.979999542236328,-44.979999542236328,None,None,None,None,,,,"0"
Ulua-Olancho,710.00000,No,"706",-87.000000000000000,15.000000000000000,Strike-Slip,Unknown,Extrusive,Central America,"Honduras, Guatemala",Onshore,Triassic,Induan,252.17,0.00,,,,0.167225125166235,0.100000001490116,0.400000005960464,"23039",-37.777034230163252,-37.414999008178711,-31.440000534057617,-43.909999847412109,Unknown,Unknown,Unknown,Unknown,,,,
Upper Egypt,714.00000,No,"710",30.881620000000002,26.562650000000001,Intracratonic,None,Extrusive,Africa,Egypt,Onshore,Cambrian,Cambrian Lower,542.00,0.00,,,,2.133333332008786,2.100000023841858,4.000000000000000,"234055",-32.243888749016655,-32.424999237060547,-29.299999237060547,-34.450000762939453,None,None,None,None,,,,"0"
Upper Magdalena,715.00000,No,"711",-75.180869999999999,3.422380000000000,Fold and Thrust Belt,None,Extrusive,South America,Colombia,Onshore,Triassic,Induan,252.17,0.00,,,,0.140000001837810,0.009999999776483,0.400000005960464,"23173",-58.069999694824219,-60.389999389648438,-53.400001525878906,-60.419998168945312,None,None,None,None,,,,"0"
Val Verde,717.00000,No,"713",-101.451870000000000,30.132700000000000,Foreland,None,Extrusive,North America,"USA, Mexico",Onshore,Cambrian,Cambrian Upper,497.00,0.00,,,,2.907399953365875,2.399999976158142,4.800000190734864,"16095",-40.903569325069093,-40.510000228881829,-35.720001220703125,-45.310001373291016,None,None,None,None,,,,"0"
Veracruz,718.00000,No,"714",-96.253270000000001,18.372669999999999,Passive Margin,Bedded,Extrusive,Central America,Mexico,Onshore,Jurassic,Pleinsbachian,190.80,0.00,8.119000000000000,7.940500000000000,7.970500000000000,2.949999988079071,2.500000000000000,5.000000000000000,"48269",-35.492499351501465,-35.644998550415039,-32.959999084472656,-37.720001220703125,None,None,None,Bedded,Aptian,Cretaceous,Aptian,"1"
Visayan,721.00000,No,"717",124.109719999999996,10.110730000000000,Forearc,Unknown,Extrusive,Asia,Philippines,On-Offshore,Cretaceous,Cenomanian,100.50,0.00,3.878000000000000,1.795600086355786,1.699000000000000,1.280000007152557,1.200000047683716,1.799999952316284,"71777",-30.777999877929688,-31.000000000000000,-30.000000000000000,-31.000000000000000,Unknown,Unknown,Unknown,Unknown,,,,
Vizcaino,722.00000,No,"718",-115.325389999999999,28.818919999999999,Forearc,Unknown,Extrusive,Central America,Mexico,On-Offshore,Jurassic,Oxfordian,163.50,0.00,1.551652000000000,0.349597695645604,0.336000000000000,1.114285715988704,0.699999988079071,3.000000000000000,"89368",-26.718571526663645,-27.440000534057617,-19.549999237060547,-32.000000000000000,Unknown,Unknown,Unknown,Unknown,,,,
Volta,724.00000,No,"720",-0.812720000000000,8.544040000000003,Rift,Unknown,Unknown,Africa,"Ghana, Togo",Onshore,Proterozoic,Neoproterozoic,1000.00,0.00,,,,1.324999995529652,1.149999976158142,2.000000000000000,"109205",-41.452499866485589,-41.829999923706055,-38.799999237060547,-41.880001068115234,Unknown,Unknown,Unknown,Unknown,,,,
Waipoga,726.00000,No,"722",135.604070000000007,-2.310630000000000,Strike-Slip,None,Extrusive,Asia,Indonesia,On-Offshore,Jurassic,Oxfordian,163.50,0.00,2.080409000000000,0.841507621238938,0.836000000000000,2.325000017881393,2.500000000000000,3.400000095367432,"50112",-32.712499618530273,-33.969999313354492,-28.000000000000000,-34.909999847412109,None,None,None,None,,,,"0"
Walton,727.00000,No,"723",-78.211020000000005,17.822120000000002,Strike-Slip,Unknown,Unknown,Central America,Jamaica,On-Offshore,Cretaceous,Valanghian,139.80,0.00,2.035000000000000,1.335571637417219,1.132500000000000,2.016666650772095,2.250000000000000,2.500000000000000,"30278",-14.126666704813639,-14.500000000000000,-12.390000343322754,-15.489999771118164,Unknown,Unknown,Unknown,Unknown,,,,
Walvis,728.00000,No,"724",12.562650000000000,-21.456560000000000,Passive Margin,Unknown,Unknown,Africa,Namibia,On-Offshore,Jurassic,Oxfordian,163.50,0.00,3.018000000000000,1.000892352459815,0.882000000000000,1.651764706653707,1.470000028610229,3.210000038146973,"195905",-26.501764634076288,-28.000000000000000,-18.000000000000000,-31.920000076293945,Unknown,Unknown,Unknown,Unknown,,,,
Wanganui,729.00000,No,"725",173.944649999999996,-40.381079999999997,Strike-Slip,Unknown,Extrusive,South Pacific,New Zealand,On-Offshore,Cretaceous,Barremian,129.40,0.00,0.737000100000000,0.672951371322161,0.677000000000000,2.383333325386047,2.250000000000000,4.500000000000000,"65036",-27.921666781107582,-28.845000267028809,-21.850000381469727,-31.159999847412109,Unknown,Unknown,Unknown,Unknown,,,,
Wasatch Plateau,730.00000,No,"726",-111.083969999999994,39.272219999999997,Foreland,None,None,North America,USA,Onshore,Cambrian,Cambrian Lower,542.00,0.00,,,,2.399999976158142,2.399999976158142,3.000000000000000,"13787",-34.569999694824219,-34.569999694824219,-26.979999542236328,-42.159999847412109,None,None,None,None,,,,"0"
Weddell,732.00000,No,"728",-51.848210000000002,-76.192340000000002,Passive Margin,Unknown,Extrusive,Antarctica,Antarctica,On-Offshore,Jurassic,Hettangian,201.30,0.00,14.000000000000000,5.920150542871136,5.462954500000000,1.419136168896105,0.800000011920929,5.300000190734864,"8349472",-26.783206471936072,-29.549999237060547,-10.109999656677246,-35.619998931884766,Unknown,Unknown,Unknown,Unknown,,,,
West Coast,736.00000,No,"732",169.312849999999997,-40.907660000000000,Passive Margin,None,Extrusive,South Pacific,New Zealand,On-Offshore,Pennsylvanian,Moscovian,315.20,0.00,1.017000000000000,0.673995727559829,0.704000100000000,1.211612908349883,0.800000011920929,4.500000000000000,"365051",-25.656129098707630,-26.000000000000000,-15.600000381469727,-35.200000762939453,None,None,None,None,,,,"0"
West Java,738.00000,No,"734",108.522840000000002,-6.031480000000000,Backarc - Marginal Sea,None,Extrusive,Asia,Indonesia,On-Offshore,Eocene,Ypresian,56.00,0.00,1.729643000000000,1.017659099717514,1.013000000000000,1.587499983608723,1.600000023841858,2.299999952316284,"80676",-30.294999837875370,-30.000000000000000,-29.000000000000000,-31.719999313354492,None,None,None,None,,,,"0"
West Luzon,740.00000,No,"736",119.728009999999998,14.542619999999999,Backarc - Marginal Sea,Unknown,Unknown,Asia,Philippines,On-Offshore,Miocene,Tortonian,11.63,0.00,4.227000000000001,2.114880310727970,1.961000000000000,1.899999976158142,1.899999976158142,2.000000000000000,"24652",-15.000000000000000,-15.000000000000000,-13.000000000000000,-17.000000000000000,Unknown,Unknown,Unknown,Unknown,,,,
West Mindoro-Cuyo,741.00000,No,"737",120.874719999999996,11.553250000000000,Backarc - Marginal Sea,Unknown,Unknown,Asia,Philippines,On-Offshore,Jurassic,Oxfordian,163.50,0.00,1.934000000000000,1.081055558956916,1.018000000000000,0.766666670640310,1.000000000000000,1.000000000000000,"40373",-23.666666666666668,-25.000000000000000,-20.000000000000000,-26.000000000000000,Unknown,Unknown,Unknown,Unknown,,,,
West Palawan,742.00000,No,"738",117.073340000000002,10.592150000000000,Backarc - Marginal Sea,None,None,Asia,"Philippines, Spratly Islands",On-Offshore,Cretaceous,Maastrichtian,72.10,0.00,7.231000000000000,2.334471810026620,2.137000000000000,1.133333329359690,1.000000000000000,2.500000000000000,"194146",-22.207333310445151,-23.000000000000000,-11.109999656677246,-23.000000000000000,None,None,None,None,,,,"0"
West San Jorge,744.00000,No,"740",-70.618129999999994,-45.745130000000003,Foreland,Unknown,Unknown,South America,"Argentina, Chile",Onshore,Triassic,Carnian,237.00,0.00,,,,1.500000000000000,1.500000000000000,3.000000000000000,"58772",-34.461666742960610,-34.319999694824219,-33.360000610351562,-36.139999389648438,Unknown,Unknown,Unknown,Unknown,,,,
Wiso,753.00000,No,"749",132.277909999999991,-18.901119999999999,Intracratonic,Unknown,Unknown,South Pacific,Australia,Onshore,Proterozoic,Neoproterozoic,1000.00,0.00,,,,0.471428581646511,0.500000000000000,0.699999988079071,"184320",-42.292143140520366,-42.010000228881829,-39.250000000000000,-46.250000000000000,Unknown,Unknown,Unknown,Unknown,,,,
Yamagata,754.00000,No,"750",140.325320000000005,38.576110000000000,Backarc - Marginal Sea,None,Unknown,Asia,Japan,Onshore,Miocene,Aquitanian,23.03,0.00,,,,0.500000000000000,0.500000000000000,0.500000000000000,"1622",-27.969999313354492,-27.969999313354492,-27.969999313354492,-27.969999313354492,None,None,None,None,,,,"0"
Yamato,755.00000,No,"751",135.120499999999993,36.485129999999998,Backarc - Marginal Sea,None,Extrusive,Asia,Japan,On-Offshore,Miocene,Aquitanian,23.03,0.00,2.188000000000000,0.671875387220630,0.529500000000000,0.866666674613953,0.750000000000000,1.500000000000000,"62841",-28.461667060852051,-27.220000267028809,-23.940000534057617,-33.709999084472656,None,None,None,None,,,,"0"
Yinggehai-Song Hong,759.00000,No,"755",107.255970000000005,18.573770000000000,Strike-Slip,None,Extrusive,Asia,"Vietnam, China",On-Offshore,Devonian,Lochkovian,419.20,0.00,13.032000000000000,6.183098030232558,5.728000000000000,2.570000001788139,2.500000000000000,6.000000000000000,"124365",-32.889000320434569,-32.850000381469727,-31.770000457763672,-34.630001068115234,None,None,None,None,,,,"0"
Yokote,760.00000,No,"756",140.505599999999987,39.380409999999998,Backarc - Marginal Sea,Unknown,Unknown,Asia,Japan,Onshore,Miocene,Aquitanian,23.03,0.00,,,,1.200000047683716,1.200000047683716,1.200000047683716,"1276",-29.620000839233398,-29.620000839233398,-29.620000839233398,-29.620000839233398,Unknown,Unknown,Unknown,Unknown,,,,
Yucatan,761.00000,No,"757",-87.932569999999998,18.927869999999999,Strike-Slip,Bedded,None,Central America,"Mexico, Cuba, Belize",On-Offshore,Jurassic,Oxfordian,163.50,0.00,3.207000000000000,1.657492102130177,1.302000000000000,1.783333331346512,1.274999976158142,3.500000000000000,"81102",-24.093333562215168,-23.505000114440914,-21.930000305175781,-26.750000000000000,None,None,None,Bedded,"Icaiche; Barremian-Cenomanian","Cret., Paleo., Eo.","Barremian-Cenomanian; Danian-Priabonian","2"
Zagros,763.00000,No,"759",50.431510000000003,30.654389999999999,Fold and Thrust Belt,Mobile,Extrusive,Middle East,"Iran, Iraq, Turkey, Syria, Oman",On-Offshore,Proterozoic,Neoproterozoic,1000.00,0.00,8.459854000000000,4.078015299113081,3.972394000000000,1.764193548250102,0.009999999776483,10.000000000000000,"394180",-41.521935616770101,-41.470001220703125,-35.979999542236328,-45.439998626708984,Bedded,Bedded,Bedded,None,"Hormuz; Khuff; Dashtak; Adaiyah; Alan; Hith-Gotnia; Rus; Fars","Protero., Cam., Perm., Tri., Jur., Eo., Mio., Plio.","Neoproterozoic-Waucoban; Wordian-Changhsingian; Carnian-Rhaetian; Pliensbachian; Toarcian; Kimmeridgian-Tithonian; Ypresian-Lutetian; Aquitanian-Piacenzian","8"
Zaire,764.00000,No,"760",20.896280000000001,-0.663530000000000,Intracratonic,Bedded,Intrusive,Africa,"Congo, Angola, Gabon, Central African Republic",Onshore,Proterozoic,Mesoproterozoic,1600.00,0.00,,,,2.906140348890371,2.500000000000000,9.000000000000000,"1418773",-39.611841937951873,-40.534999847412109,-33.529998779296875,-42.689998626708984,None,None,None,None,Mbandaka,Cambrian,Furongian,"1"
Zuni,768.00000,No,"764",-108.585639999999998,34.836849999999998,Foreland,None,Extrusive,North America,USA,Onshore,Cambrian,Cambrian Lower,542.00,0.00,,,,1.110358541918401,1.199999988079071,1.500000000000000,"13226",-38.501965110812115,-38.774999618530273,-34.840000152587891,-39.650001525878906,None,None,None,None,,,,"0"
Anabar-Lena,27.00000,No,"27",119.145259999999993,72.203320000000005,Foreland,Bedded,Extrusive,Asia,Russia,Onshore,Proterozoic,Paleoproterozoic,2500.00,0.00,1.662334000000000,1.076547864583333,0.878447100000000,3.227027010273289,3.299999952316284,5.199999809265138,"474752",-38.248378341262402,-37.909999847412109,-34.939998626708984,-41.810001373291016,None,None,None,None,Eifelian-Givetian,Devonian,Eifelian-Givetian,"1"
Aquitaine-Bay of Biscay,41.00000,No,"40",-1.973480000000000,45.222760000000001,Passive Margin,Mobile,Extrusive,Europe,"France, Spain",On-Offshore,Cambrian,Cambrian Lower,542.00,0.00,12.080000000000000,2.407553779602768,1.053500000000000,1.861999997198582,1.149999976158142,4.750000000000000,"300315",-28.598799743652343,-29.100000381469727,-21.229999542236328,-34.389999389648438,None,Mobile,Mobile,None,Carnian-Toarcian,"Tri., Jur.",Carnian-Toarcian,"1"
